outlet_id,month_id,overall_management_signal_score_0_100,commercial_strength_score_0_100,operational_control_score_0_100,team_health_score_0_100,growth_ready_flag,leakage_risk_flag,team_strain_risk_flag,story_label,management_priority_rank,primary_management_issue,recommended_manager_action,portfolio_headline,executive_summary_1line
MLT_OUTLET_001,2018-06,62.52501701728497,62.52501701728497,62.52501701728497,71.1812775361104,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2018-07,62.42439890179397,62.42439890179397,62.42439890179397,72.32692019215686,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2018-08,55.4390348727096,55.4390348727096,55.4390348727096,69.84322927254902,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2018-09,74.51750510673301,74.51750510673301,74.51750510673301,85.2730321764706,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2018-10,73.96066883740906,73.96066883740906,73.96066883740906,84.46572900588235,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2018-11,74.64387215917455,74.64387215917455,74.64387215917455,83.46495679411765,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2018-12,67.67180568940175,67.67180568940175,67.67180568940175,79.17747233333333,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2019-01,73.98543339700723,73.98543339700723,73.98543339700723,86.81239450588237,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2019-02,75.02175986084548,75.02175986084548,75.02175986084548,83.12043273529412,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2019-03,62.34860628051728,62.34860628051728,62.34860628051728,71.95088824509804,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-04,61.94640269025754,61.94640269025754,61.94640269025754,71.15911367164244,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-05,61.44181619136047,61.44181619136047,61.44181619136047,69.31896733495809,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-06,74.22113399497677,74.22113399497677,74.22113399497677,82.02927681764706,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2019-07,50.44386131284912,50.44386131284912,50.44386131284912,68.27473370196078,0,1,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-08,48.839113305060486,48.839113305060486,48.839113305060486,68.32141324901961,0,1,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-09,60.770168370369824,60.770168370369824,60.770168370369824,70.35482896445669,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-10,61.25188667065366,61.25188667065366,61.25188667065366,72.47370249670001,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-11,68.23671237441988,68.23671237441988,68.23671237441988,74.4595368882353,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2019-12,73.45941552785835,73.45941552785835,73.45941552785835,82.46077915294117,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2020-01,74.3227265449906,74.3227265449906,74.3227265449906,86.89087208823528,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2020-02,73.78619578970148,73.78619578970148,73.78619578970148,84.77110781764706,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2020-03,64.0582237199927,64.0582237199927,64.0582237199927,86.70516618235294,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-04,62.963865274605446,62.963865274605446,62.963865274605446,85.4498566,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-05,63.56481195897168,63.56481195897168,63.56481195897168,81.56176105882352,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-06,62.406269077642776,62.406269077642776,62.406269077642776,85.9629431,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-07,68.74523534995717,68.74523534995717,68.74523534995717,83.40291419411764,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-08,69.97507696785343,69.97507696785343,69.97507696785343,84.9227135882353,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-09,65.19509320128776,65.19509320128776,65.19509320128776,81.50596182745099,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-10,69.8917628425161,69.8917628425161,69.8917628425161,84.79245853529412,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2020-11,70.15735950852026,70.15735950852026,70.15735950852026,86.85576571176472,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2020-12,70.3681721579803,70.3681721579803,70.3681721579803,85.43079142941177,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-01,70.43506368487351,70.43506368487351,70.43506368487351,85.89831709411764,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-02,70.38416538461539,70.38416538461539,70.38416538461539,86.12061712941176,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-03,71.0756150179324,71.0756150179324,71.0756150179324,88.19545855294118,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-04,70.03197855377917,70.03197855377917,70.03197855377917,86.03758938235293,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-05,69.69763520591746,69.69763520591746,69.69763520591746,83.82151904117647,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2021-06,71.03384377130772,71.03384377130772,71.03384377130772,85.71161612941177,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-07,70.20619520988825,70.20619520988825,70.20619520988825,82.6901874882353,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-08,71.00451406368069,71.00451406368069,71.00451406368069,83.6414032882353,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-09,70.2263950261312,70.2263950261312,70.2263950261312,83.5468243235294,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-10,70.78400188649003,70.78400188649003,70.78400188649003,84.4321212882353,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-11,71.70446538461539,71.70446538461539,71.70446538461539,85.92381432941177,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2021-12,70.08062581993325,70.08062581993325,70.08062581993325,87.96958104705882,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-01,73.9540415237061,73.9540415237061,73.9540415237061,88.93674443529412,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-02,75.42615612216105,75.42615612216105,75.42615612216105,84.94287712352941,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-03,75.3483034672719,75.3483034672719,75.3483034672719,81.15479017647058,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-04,73.49569765164634,73.49569765164634,73.49569765164634,81.19406039411766,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-05,75.08583861627045,75.08583861627045,75.08583861627045,82.91970876470589,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-06,69.16895431675074,69.16895431675074,69.16895431675074,78.36442922745098,0,0,0,mixed / monitor,4,mixed signal monitoring,Monitor the outlet for 2-3 months and validate direction before major intervention.,Outlet remains active but needs directional monitoring before firm repositioning.,MLT_OUTLET_001 | mixed / monitor | Outlet remains active but needs directional monitoring before firm repositioning.
MLT_OUTLET_001,2022-07,50.59936658149543,50.59936658149543,50.59936658149543,68.04911837843137,0,1,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2022-08,74.45615035140223,74.45615035140223,74.45615035140223,78.78454665294117,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-09,74.43672265267273,74.43672265267273,74.43672265267273,85.27269937647058,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-10,74.40507458705113,74.40507458705113,74.40507458705113,86.16910866470587,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-11,74.16853950216976,74.16853950216976,74.16853950216976,86.10860227647059,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2022-12,74.93654786935426,74.93654786935426,74.93654786935426,84.53288490588236,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-01,74.80487553546719,74.80487553546719,74.80487553546719,85.03814745882353,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-02,75.24731416983414,75.24731416983414,75.24731416983414,87.4839425764706,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-03,74.46359099151321,74.46359099151321,74.46359099151321,84.4122931,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-04,73.75027931170126,73.75027931170126,73.75027931170126,83.72780694705882,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-05,75.11589834922901,75.11589834922901,75.11589834922901,84.93016411176471,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-06,61.58619271808827,61.58619271808827,61.58619271808827,74.50229484509804,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2023-07,49.09445560273282,49.09445560273282,49.09445560273282,53.91131265276993,0,1,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
MLT_OUTLET_001,2023-08,73.96573046040803,73.96573046040803,73.96573046040803,82.82297022941177,1,0,0,growth-ready,3,selective growth execution,"Push selective pricing optimization, premium mix, upsell execution, and targeted commercial activation.",Outlet is positioned for selective commercial expansion.,MLT_OUTLET_001 | growth-ready | Outlet is positioned for selective commercial expansion.
MLT_OUTLET_001,2023-09,68.52929803734277,68.52929803734277,68.52929803734277,77.20253661176471,0,0,1,team-strain / burnout-risk,1,workforce strain,"Stabilize roster, reduce overtime strain, rebalance coverage, and protect service reliability before pushing growth.",Outlet requires team stabilization before further commercial pressure.,MLT_OUTLET_001 | team-strain / burnout-risk | Outlet requires team stabilization before further commercial pressure.
