treatment_health_id,outlet_id,outlet_name,period_start,period_end,year,month,month_id,market_regime,regime_label,event_flag,market_note,period_regime_impact_note,managerial_interpretation,profitability_pressure_flag,treatment_category,treatment_variant,session_duration_min,treatment_key,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,bookings_count,sold_hours,revenue_eur,utilization_percent,yield_eur_per_sold_hour,rebooking_rate_percent,addon_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_risk_flag,treatment_health_action_hint,conflict_pattern_code,recommended_resolution_path,opportunity_type,opportunity_priority,treatment_rank_within_outlet_period,commercial_opportunity_note,status
THS_00012,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,43,43.0,2911.1,60.56,67.7,52.84,25.13,8.36,2.36,3.16,74.35,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,4.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00013,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,48,48.0,3653.76,63.16,76.12,41.94,16.38,8.14,2.08,1.88,76.62,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,2.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00014,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,facial,basic,60,facial|basic|60,94.0,100.0,100.0,40,40.0,3990.0,58.82,99.75,53.6,18.75,7.25,3.23,1.81,82.13,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,1.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00015,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,17,21.25,1636.93,43.15,77.03,55.69,25.64,10.04,3.9,3.5,73.28,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Yield uplift opportunity,medium,6.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00016,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,massage,standard,60,massage|standard|60,58.0,85.0,85.0,43,43.0,2433.8,60.56,56.6,41.98,18.74,10.48,2.95,3.29,66.07,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,9.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00017,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,43,32.25,1348.05,53.53,41.8,44.0,17.44,8.55,3.25,3.64,58.45,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,10.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00018,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,43,32.25,2138.82,53.53,66.32,57.49,27.55,9.52,3.09,2.39,74.78,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,3.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00019,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,43,43.0,2589.03,60.56,60.21,49.05,16.62,6.18,3.83,3.54,72.42,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Yield uplift opportunity,medium,7.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00020,MLT_OUTLET_001,Valletta,2017-02-01,2017-02-28,2017,2,2017-02,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,33,33.0,2520.21,54.1,76.37,44.36,24.07,8.45,4.96,1.67,73.84,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Yield uplift opportunity,medium,5.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00021,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,48,48.0,2848.8,63.16,59.35,49.64,17.08,9.16,3.9,1.9,71.32,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Yield uplift opportunity,medium,8.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00022,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,45,45.0,2870.1,61.64,63.78,40.3,22.15,8.95,4.03,2.81,71.93,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Yield uplift opportunity,medium,7.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00023,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,51,51.0,3928.02,64.56,77.02,42.48,20.09,7.93,4.81,3.59,77.21,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,2.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00024,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,facial,basic,60,facial|basic|60,94.0,100.0,100.0,42,42.0,4003.44,60.0,95.32,49.99,22.36,9.3,4.45,1.26,80.92,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,1.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00025,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,18,22.5,1729.8,44.55,76.88,46.29,24.71,9.17,3.02,3.48,73.15,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Yield uplift opportunity,medium,5.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00026,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,massage,standard,60,massage|standard|60,58.0,85.0,85.0,45,45.0,2518.2,61.64,55.96,56.17,23.28,6.42,2.48,1.28,68.13,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,9.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00027,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,45,33.75,1410.75,54.66,41.8,52.45,23.82,6.8,3.65,2.99,59.96,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,10.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00028,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,45,33.75,2207.7,54.66,65.41,55.29,23.89,9.73,3.95,1.26,74.35,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,4.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00029,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,45,45.0,2705.4,61.64,60.12,47.08,26.7,7.22,4.92,3.23,72.71,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Yield uplift opportunity,medium,6.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00030,MLT_OUTLET_001,Valletta,2017-03-01,2017-03-31,2017,3,2017-03,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,34,34.0,2677.5,54.84,78.75,53.0,19.37,8.46,2.59,2.81,75.44,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,3.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00031,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,49,49.0,3026.73,63.64,61.77,46.66,16.19,10.77,4.74,2.2,71.53,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Maintain and scale,medium,8.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00032,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,46,46.0,3130.76,62.16,68.06,46.93,26.21,10.27,2.88,1.47,74.03,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,4.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00033,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,52,52.0,4073.16,65.0,78.33,41.75,23.38,9.48,3.71,1.39,77.67,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,2.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00034,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,facial,basic,60,facial|basic|60,94.0,100.0,100.0,43,43.0,4280.65,60.56,99.55,52.64,20.31,9.7,4.09,3.27,82.24,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,1.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00035,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,18,22.5,1725.84,44.55,76.7,49.03,25.58,10.57,3.53,2.97,73.43,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Yield uplift opportunity,medium,5.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00036,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,massage,standard,60,massage|standard|60,58.0,85.0,85.0,46,46.0,2618.32,62.16,56.92,41.69,22.94,7.69,3.13,2.3,66.64,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,9.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00037,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,46,34.5,1471.54,55.2,42.65,40.67,25.87,8.95,2.09,1.36,58.94,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Monitor and optimize,medium,10.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00038,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,46,34.5,2328.06,55.2,67.48,41.54,16.62,7.08,3.87,2.51,73.05,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Maintain and scale,medium,6.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
THS_00039,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,46,46.0,2857.06,62.16,62.11,45.81,25.54,10.88,3.55,2.23,73.04,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_DEMAND_LOW_YIELD,review pricing upsell and mix,Maintain and scale,medium,7.0,"Demand exists but monetization is weak; pricing, upsell, and mix should be reviewed.",scaffold_generated
THS_00040,MLT_OUTLET_001,Valletta,2017-04-01,2017-04-30,2017,4,2017-04,pre_covid_growth,Pre-COVID Growth,normal_growth,Tourism-led market expansion and relatively stable demand environment.,"Stable growth phase: build repeat demand, improve utilization, and strengthen yield discipline.",Growth environment supports commercial optimization without emergency intervention.,no,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,35,35.0,2649.85,55.56,75.71,52.53,20.91,10.81,4.51,1.44,74.76,healthy,commercial_performance,risk_normal,maintain and monitor,NO_CONFLICT,continue monitoring,Yield uplift opportunity,medium,3.0,Treatment performance is manageable under current operating conditions.,scaffold_generated
